0.000000,0.261799,0.261799
0.040004,0.261122,0.261122
0.080008,0.259095,0.259095
0.120012,0.255728,0.255728
0.160016,0.251037,0.251037
0.200020,0.245047,0.245047
0.240024,0.237788,0.237788
0.280028,0.229297,0.229297
0.320032,0.219617,0.219617
0.360036,0.208797,0.208797
0.400040,0.196893,0.196893
0.440044,0.183966,0.183966
0.480048,0.170082,0.170082
0.520052,0.155313,0.155313
0.560056,0.139734,0.139734
0.600060,0.123427,0.123427
0.640064,0.106476,0.106476
0.680068,0.088969,0.088969
0.720072,0.070998,0.070998
0.760076,0.052655,0.052655
0.800080,0.034037,0.034037
0.840084,0.015241,0.015241
0.880088,-0.003635,-0.003635
0.920092,-0.022491,-0.022491
0.960096,-0.041230,-0.041230
1.000100,-0.059754,-0.059754
1.040104,-0.077965,-0.077965
1.080108,-0.095769,-0.095769
1.120112,-0.113072,-0.113072
1.160116,-0.129786,-0.129786
1.200120,-0.145822,-0.145822
1.240124,-0.161098,-0.161098
1.280128,-0.175536,-0.175536
1.320132,-0.189059,-0.189059
1.360136,-0.201600,-0.201600
1.400140,-0.213094,-0.213094
1.440144,-0.223481,-0.223481
1.480148,-0.232709,-0.232709
1.520152,-0.240730,-0.240730
1.560156,-0.247505,-0.247505
1.600160,-0.252998,-0.252998
1.640164,-0.257182,-0.257182
1.680168,-0.260035,-0.260035
1.720172,-0.261543,-0.261543
1.760176,-0.261699,-0.261699
1.800180,-0.260501,-0.260501
1.840184,-0.257957,-0.257957
1.880188,-0.254077,-0.254077
1.920192,-0.248883,-0.248883
1.960196,-0.242401,-0.242401
2.000200,-0.234663,-0.234663
2.040204,-0.225708,-0.225708
2.080208,-0.215584,-0.215584
2.120212,-0.204340,-0.204340
2.160216,-0.192034,-0.192034
2.200220,-0.178731,-0.178731
2.240224,-0.164497,-0.164497
2.280228,-0.149407,-0.149407
2.320232,-0.133538,-0.133538
2.360236,-0.116973,-0.116973
2.400240,-0.099798,-0.099798
2.440244,-0.082101,-0.082101
2.480248,-0.063975,-0.063975
2.520252,-0.045515,-0.045515
2.560256,-0.026817,-0.026817
2.600260,-0.007979,-0.007979
2.640264,0.010901,0.010901
2.680268,0.029724,0.029724
2.720272,0.048392,0.048392
2.760276,0.066807,0.066807
2.800280,0.084872,0.084872
2.840284,0.102494,0.102494
2.880288,0.119581,0.119581
2.920292,0.136044,0.136044
2.960296,0.151797,0.151797
3.000300,0.166759,0.166759
3.040304,0.180854,0.180854
3.080308,0.194007,0.194007
3.120312,0.206152,0.206152
3.160316,0.217226,0.217226
3.200320,0.227173,0.227173
3.240324,0.235942,0.235942
3.280328,0.243488,0.243488
3.320332,0.249773,0.249773
3.360336,0.254765,0.254765
3.400340,0.258438,0.258438
3.440344,0.260775,0.260775
3.480348,0.261764,0.261764
3.520352,0.261398,0.261398
3.560356,0.259681,0.259681
3.600360,0.256620,0.256620
3.640364,0.252232,0.252232
3.680368,0.246539,0.246539
3.720372,0.239569,0.239569
3.760376,0.231357,0.231357
3.800380,0.221947,0.221947
3.840384,0.211385,0.211385
3.880388,0.199725,0.199725
3.920392,0.187028,0.187028
3.960396,0.173358,0.173358
4.000400,0.158785,0.158785
4.040404,0.143386,0.143386
4.080408,0.127239,0.127239
4.120412,0.110429,0.110429
4.160416,0.093042,0.093042
4.200420,0.075169,0.075169
4.240424,0.056903,0.056903
4.280428,0.038340,0.038340
4.320432,0.019576,0.019576
4.360436,0.000710,0.000710
4.400440,-0.018160,-0.018160
4.440444,-0.036934,-0.036934
4.480448,-0.055516,-0.055516
4.520452,-0.073808,-0.073808
4.560456,-0.091713,-0.091713
4.600460,-0.109140,-0.109140
4.640464,-0.125997,-0.125997
4.680468,-0.142196,-0.142196
4.720472,-0.157655,-0.157655
4.760476,-0.172292,-0.172292
4.800480,-0.186032,-0.186032
4.840484,-0.198805,-0.198805
4.880488,-0.210545,-0.210545
4.920492,-0.221192,-0.221192
4.960496,-0.230691,-0.230691
5.000500,-0.238994,-0.238994
5.040504,-0.246058,-0.246058
5.080508,-0.251849,-0.251849
5.120512,-0.256336,-0.256336
5.160516,-0.259497,-0.259497
5.200520,-0.261316,-0.261316
5.240524,-0.261783,-0.261783
5.280528,-0.260897,-0.260897
5.320532,-0.258661,-0.258661
5.360536,-0.255087,-0.255087
5.400540,-0.250194,-0.250194
5.440544,-0.244005,-0.244005
5.480548,-0.236552,-0.236552
5.520552,-0.227874,-0.227874
5.560556,-0.218014,-0.218014
5.600560,-0.207023,-0.207023
5.640564,-0.194956,-0.194956
5.680568,-0.181877,-0.181877
5.720572,-0.167851,-0.167851
5.760576,-0.152951,-0.152951
5.800580,-0.137254,-0.137254
5.840584,-0.120842,-0.120842
5.880588,-0.103799,-0.103799
5.920592,-0.086214,-0.086214
5.960596,-0.068179,-0.068179
6.000600,-0.049787,-0.049787
6.040604,-0.031135,-0.031135
6.080608,-0.012320,-0.012320
6.120612,0.006559,0.006559
6.160616,0.025404,0.025404
6.200620,0.044116,0.044116
6.240624,0.062597,0.062597
6.280628,0.080751,0.080751
6.320632,0.098484,0.098484
6.360636,0.115701,0.115701
6.400640,0.132316,0.132316
6.440644,0.148240,0.148240
6.480648,0.163391,0.163391
6.520652,0.177692,0.177692
6.560656,0.191068,0.191068
6.600660,0.203450,0.203450
6.640664,0.214776,0.214776
6.680668,0.224987,0.224987
6.720672,0.234031,0.234031
6.760676,0.241862,0.241862
6.800680,0.248440,0.248440
6.840684,0.253732,0.253732
6.880688,0.257711,0.257711
6.920692,0.260357,0.260357
6.960696,0.261656,0.261656
7.000700,0.261602,0.261602
7.040704,0.260195,0.260195
7.080708,0.257443,0.257443
7.120712,0.253358,0.253358
7.160716,0.247963,0.247963
7.200720,0.241284,0.241284
7.240724,0.233354,0.233354
