sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
12253;SDS011;6189;52.527;13.390;2018-04-12T00:00:58;31.10;;;26.03;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:03:24;35.07;;;27.60;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:05:51;31.17;;;27.50;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:08:18;32.47;;;26.87;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:10:44;31.80;;;27.07;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:13:12;33.43;;;29.33;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:15:38;28.67;;;25.47;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:18:05;29.23;;;26.00;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:20:32;29.83;;;26.60;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:22:58;30.20;;;26.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:25:25;33.73;;;27.77;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:27:51;31.80;;;27.80;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:30:20;31.77;;;27.73;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:32:46;34.20;;;27.30;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:35:13;35.60;;;28.17;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:37:40;31.77;;;28.20;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:40:07;35.93;;;30.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:42:35;33.57;;;27.87;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:45:02;32.07;;;27.17;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:47:29;42.07;;;27.83;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:49:56;30.17;;;25.87;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:52:23;33.33;;;29.47;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:54:50;36.63;;;28.13;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:57:17;32.17;;;28.23;;
12253;SDS011;6189;52.527;13.390;2018-04-12T00:59:44;34.77;;;29.30;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:02:12;31.57;;;26.77;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:04:38;30.93;;;26.73;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:07:05;29.87;;;26.53;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:09:32;31.97;;;28.40;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:11:59;31.70;;;27.40;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:14:26;39.77;;;30.47;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:16:53;33.80;;;28.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:19:20;33.03;;;28.33;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:21:47;39.67;;;29.97;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:24:15;34.57;;;28.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:26:40;34.47;;;27.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:29:06;34.57;;;29.10;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:31:33;32.60;;;25.50;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:34:00;35.30;;;30.50;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:36:28;32.80;;;29.07;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:38:55;33.93;;;26.20;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:41:21;31.23;;;27.93;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:43:48;33.33;;;27.07;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:46:15;30.73;;;26.43;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:48:42;30.20;;;26.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:51:08;35.07;;;28.83;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:53:35;36.33;;;28.20;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:56:02;31.50;;;27.63;;
12253;SDS011;6189;52.527;13.390;2018-04-12T01:58:28;30.97;;;27.33;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:00:55;33.43;;;26.47;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:03:21;33.10;;;28.03;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:05:48;36.17;;;29.63;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:08:15;34.00;;;28.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:10:42;31.07;;;26.70;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:13:09;36.93;;;29.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:15:36;32.57;;;28.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:18:03;36.97;;;29.87;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:20:30;34.80;;;29.57;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:22:56;36.30;;;29.47;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:25:24;30.73;;;26.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:27:51;34.20;;;29.83;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:30:18;36.47;;;29.80;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:32:44;32.43;;;27.00;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:35:11;33.63;;;28.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:37:38;36.50;;;28.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:40:06;34.40;;;29.37;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:42:32;35.97;;;29.13;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:44:59;32.23;;;26.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:47:26;37.37;;;31.40;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:49:53;34.40;;;27.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:52:20;37.33;;;29.37;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:54:47;32.50;;;27.73;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:57:13;33.67;;;29.60;;
12253;SDS011;6189;52.527;13.390;2018-04-12T02:59:40;31.53;;;27.80;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:02:07;37.33;;;31.57;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:04:33;33.40;;;29.80;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:07:00;32.80;;;27.63;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:09:26;35.03;;;29.77;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:11:54;33.87;;;29.27;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:14:21;34.33;;;29.07;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:16:48;38.20;;;31.47;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:19:16;39.03;;;33.00;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:21:43;38.13;;;30.23;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:24:09;33.57;;;29.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:26:36;34.37;;;29.50;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:29:03;35.10;;;28.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:31:29;33.80;;;29.87;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:33:56;35.27;;;28.37;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:36:22;31.50;;;27.90;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:38:49;36.83;;;30.80;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:41:16;38.40;;;33.07;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:43:43;37.17;;;30.37;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:46:10;39.73;;;34.43;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:48:36;41.50;;;32.80;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:51:03;38.43;;;32.20;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:53:30;39.10;;;34.33;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:55:56;39.90;;;32.50;;
12253;SDS011;6189;52.527;13.390;2018-04-12T03:58:23;38.50;;;34.37;;
